Username,Userhandle,Time,Comments,retweets,likes,Tweet
𝐒𝐎𝐖𝐌𝐄𝐍 𝐌𝐈𝐓𝐓𝐄𝐑 | সৌমেন মিটার,@SowmenMitter,2021-07-30T14:54:29.000Z,,1,1,"Dramatic impact of vaccination as regards containment of the pandemic ... 
#COVID #vaccination #ThirdWave"
Pahchan Foundation,@PahchanFoundat1,2021-07-30T11:32:00.000Z,,,,"#VaccineExpress #Day5

We are glad to share with you all that we are running biggest campaign for registration of COVID-19 vaccine in association with Madhabilata-The Fight For Her Justice under the ""Kasbai"" program and supporting...https://facebook.com/1936833569976425/posts/2960698420923263/?sfnsn=wiwspmo…

#titagarh #kamarhati"
Asish,@ProfessorBose,2021-07-30T07:18:54.000Z,,,1,"@SonuSood
 Happy Birthday! Thank you for proving to a country full of youngsters that with the right mindset and a strong determination, a person can become as powerful and productive as a government. To a large number of us, you’re our best response to Covid 19. Lots of hugs! "
Dr.Suman K Prusty,@sumankumarprust,2021-07-30T05:54:38.000Z,,,1,"Israel authorized the use of a booster shot of Pfizer’s Covid-19 vaccine for people aged 60 and over, after early data in the country suggested vaccine protection against severe illness has waned."
Czarsportz - Global Associate Cricket World,@Emerging_94,2021-07-29T20:00:33.000Z,,2,5,"Very unfortunate for 
@Cricket_Espana
 to have withdrawn due to COVID-19 pandemic related factors, with the event now effectively a Tri-series between 
@norskcricket
 , 
@francecricket
 and the host's, #GER"
Amit Mukherjee,@AmitMukherji15,2021-07-29T15:44:48.000Z,,1,2,"Eventually the 
@BJP4India
 union government and their news channels brought out the Islamization of the #Covid_19 ! They were silent at the Kumbh Mela! Targeting #KeralaGovt ? Thank you 
@IndiaToday
 
@CMOKerala
 
@sbjayesh"
Ankit,@AnkitAgarwalOfc,2021-07-29T04:21:38.000Z,,,,"This shows that #COVID has not gone anywhere. Whether we call it 2nd or 3rd wave it is still here and we need to more careful than before. Fully vaccinated people are also getting infected. So #MaskUpIndia and #StaySafe.
#CovidIsNotOver #Covid19IndiaHelp"
Raj Saha ,@rajsahaofficial,2021-07-28T13:13:49.000Z,,,,"Kolkata get's it's normal life slowly 
#kolkata #citylife #covid_19 #usemask #getfit #getoutside #lifestyle #vacation #kolkatadiaries"
Renu Sharma(Tripathy)521020653,@News18hind,2021-07-28T07:11:51.000Z,,,,#coronakoharaeingeeksaath #mostimportantforward #doyourthing The world is still going through a major crisis globalisation has halted and countries have been under lockdown. A number of people have been affected The culprit covid 19 .
Mahesh Saharia,@iamamkay,2021-07-28T03:07:59.000Z,,,,"@JoeBiden
 Sir, even in 100 % inoculated areas, is there any harm in using masks. Need not be mandatory but should be recommended. Nominal risk areas turn to high risks. Prevention always better, I submit. 
@POTUS
 Till #Covid continues safety measure need continuity"
Abesh Bhar আবেশ ভড়,@abeshbhar2015,2021-07-27T13:23:18.000Z,,,,"Replying to 
@abeshbhar2015
 
@digvijaay46
 and 3 others"
The Era,@TheEraVlog,2021-07-26T06:05:05.000Z,,,,"""COVID-19 in India"" #coronavirus"
Shamik Bhattacharyya,@ShamikB15515296,2021-07-25T14:26:30.000Z,,,,What the nose tells of COVID-19 prognosis: https://thehindu.com/sci-tech/health/what-the-nose-tells-of-covid-19-prognosis/article35515602.ece…
The Era,@TheEraVlog,2021-07-25T08:53:54.000Z,,,,"India reports 39,742 new COVID-19 cases in last 24 hours -govt"
ramen aditya,@AdityaRamen,2021-07-25T06:18:25.000Z,,,,"Virus of 2020--Covid 19, a threat to the lives of million people across the world.
Invented by Wuhan,China.
Virus of 2021-- Pegasus Spyware, a threat to the fundamental rights of a large number of people across the world and mostly for Indians.
Invented by NSO group, Israel."
Mahesh Saharia,@iamamkay,2021-07-24T18:03:29.000Z,,1,,#India continues its Global #Covid cooperation as soon as its own position stabilises. Remarkable cooperation with #Bangladesh & #Indonesia to help each other in times of needs. Surely a friend in need is friend indeed.
Ujjwal Roy,@ujjwalroy06,2021-07-24T14:50:46.000Z,1,,4,"Today Got My first jab of Russia's Sputnik V COVID-19 vaccine at Woodlands Hospital Kolkata !  

@DrRupaliBasu

#Sputnik 
#woodlandshospitalkolkata"
WITTY_CUPID,@CupidWitty,2021-07-24T05:52:39.000Z,,,,"Replying to 
@htTweets"
ramen aditya,@AdityaRamen,2021-07-24T03:18:43.000Z,,,,"Bharat Biotech on Friday said it terminated the MOU entered with Precisa Medicamentos & Envixia Pharmaceuticals LL.C for its COVID-19 vaccine Covaxin for the Brazilian market.
The supply of vaccine landed in controversy and attracted investigation by authorities in that country."
Tirthankar Das,@tirthaMirrorNow,2021-07-22T16:43:05.000Z,,,,"Covid May Have Claimed As Many As 5 Million Lives In India: Experts

#COVID19 #coronavirus #CovidVic #Corona"
bnb@Kolkata,@bnbmumbai1,2021-07-22T04:04:14.000Z,,,1,Why Chinese are shy of investigation on origin of Covid-19?
Amitava Das,@iamamitavabhi,2021-07-22T00:45:36.000Z,1,,,"Hi 
@UberINSupport
 
@Uber_India
 i use 10M21V promo code for COVID-19 Vaccination but did work the promo code and i have been changed of Rs 96.63 for Trip I have attached screenshot for your reference also i am contact via uber app in help section but still no response your team"
Vinay Kumar Dokania,@VinayDokania,2021-07-21T18:01:49.000Z,,1,3,"Stay home over enthusiastic tourists..  The pandemic is on. 

#Covid"
Ashim Kumar Ghosh,@AshimKu91990763,2021-07-21T15:02:23.000Z,,,,"Replying to 
@narendramodi
 and 
@mansukhmandviya"
Shailesh,@skvn10,2021-07-21T11:36:19.000Z,,,,"Replying to 
@RahulGandhi"
Human & Environment Alliance League,@Healplanet2016,2021-07-21T11:08:17.000Z,,1,3,"Our President 
@sarkar_arka
 in conversation with Ms. Richa Aniruddh, India Ahead News on World Environment Day, 2021. He spoke about the conservation work done by HEAL & the impact of Covid 19 in Sundarbans [the main interview starts at 20:46 min]"
Vinay Kumar Dokania,@VinayDokania,2021-07-21T09:13:47.000Z,2,12,47,Holding ones own umbrella during #Covid times isnt an act of simplicity but following Basic Social Distancing Norms..
Sayan Dey,@sayan_dey,2021-07-20T13:21:20.000Z,,,,"Replying to 
@ANI"
Sourav Das,@SouravD04468358,2021-07-20T09:09:57.000Z,,,,"Inoculated

First dose of Covid-19 done

#Inoculated #covishielded1stdose   #fightforcovid19"
Vinay Kumar Dokania,@VinayDokania,2021-07-19T14:59:42.000Z,,,,"Replying to 
@RahulGandhi"
Dr.Suman K Prusty,@sumankumarprust,2021-07-19T12:22:19.000Z,,,,"WASHINGTON, July 18 -2021  - U.S. Surgeon General Vivek Murthy stood by federal guidance that those fully vaccinated against COVID-19 no longer needed to wear masks, while blaming social media companies for fueling vaccine misinformation.

 #healthcare #covid #health"
@Ramen Chowdhury ,@RamenChowdhur11,2021-07-19T08:25:51.000Z,,1,,"Over 40 crore people have become Baahubali in the fight against Covid-19 by taking the vaccine: 
@PM"
Dr.Indranil Khan ডাঃ ইন্দ্রনীল খাঁন,@IndranilKhan,2021-07-19T06:14:42.000Z,2,3,26,"Isn’t it time 
@WHO
 considers single dose of #Covid vaccine in previously infected individuals as equivalent to double vaccination in others? 

That will free up millions of vaccine doses to those in greater need while preventing further toxicities to an immunised individual."
ramen aditya,@AdityaRamen,2021-07-18T14:42:04.000Z,,,,"Indian Medical Association asked Kerala govt to withdraw its decision to ease COVID-19 restrictions ahead of Bakri-Eid, terming it ""unwarranted and inappropriate"" at a time of a medical emergency.
It would knock the doors of the Supreme Court if Kerala govt denies to withdraw."
Yash Artsy!,@YashArtsy,2021-07-18T12:25:40.000Z,,1,2,"New Concept :- ""Pros and cons of Lockdown""
_
_
_
 #Art #myart #lockdown #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #pen #pencil #artsy #instagood #gallery #creative #photooftheday #instaartist #graphic #digital #stress #family #covid #corona"
Nayan Basu,@NayanBasuu,2021-07-18T06:07:25.000Z,,,4,Zero deaths due to COVID-19 in Kolkata in the last 24 hours — hope this becomes the 'new normal' in the days to come. 
Shahnaz P Mahrose شہناز,@Shahnazsays,2021-07-17T18:03:43.000Z,1,2,17,"Really Good News for #Kolkata! 

Today no #Corona death cases records in Kolkata.
#COVID19India"
Tirthankar Das,@tirthaMirrorNow,2021-07-17T16:35:57.000Z,14,5,3,"Huge Crowd Throng Local Market In Kolkata, Covid Norms Violated

#Kolkata #WestBengal #Newmarket #Esplanade #Corona #coronavirus #COVID19"
Megha Kejriwal,@Megha_journo,2021-07-17T16:17:13.000Z,,,,"#GoodNews| Kolkata reports zero COVID-19 deaths in last 24-hour period for the first time since March 2021 on Saturday. 
#Kolkata #westbengal"
RamKoner,@ramkoner,2021-07-17T14:11:12.000Z,,,,"Replying to 
@DeepikaSRajawat"
ANIL  LALWANI,@AnilLalwani69,2021-07-17T12:15:31.000Z,,,,"Give Rs 1 crore to each Covid 19 died in Delhi , First from Party Funds , Ask your funders to fund your this gesture."
Anwesha,@Anwesha2019,2021-07-17T12:11:25.000Z,,,,"Replying to 
@saketjaiswal_sj
 
@rakhitripathi
 and 
@narendramodi"
Shanawaz Mohammed,@san5807,2021-07-17T09:40:28.000Z,,,,"@seruminstindia
 CEO 
@adarpoonawalla
 playing with the innocent citizens of india. Covid-19: No application received for Covishield approval, says EU drug regulator https://scroll.in/latest/1000429/covid-19-no-application-received-for-covishield-approval-says-eu-drug-regulator… via 
@scroll_in"
Shanawaz Mohammed,@san5807,2021-07-17T09:39:33.000Z,,,,"@seruminstindia
 CEO 
@adarpoonawalla
 liar. Covid-19: No application received for Covishield approval, says EU drug regulator https://scroll.in/latest/1000429/covid-19-no-application-received-for-covishield-approval-says-eu-drug-regulator… via 
@scroll_in"
Shanawaz Mohammed,@san5807,2021-07-17T09:36:57.000Z,,,,"Covid-19: No application received for Covishield approval, says EU drug regulator https://scroll.in/latest/1000429/covid-19-no-application-received-for-covishield-approval-says-eu-drug-regulator… via 
@scroll_in"
Mahesh Saharia,@iamamkay,2021-07-17T04:08:15.000Z,1,,1,"Not only in Numbers of live cases, deaths but origins & speed in both counts #Kerala & #Maharashtra are leaders in India & need to take firm steps to #combat #Corona. HCM #UddhavThackery 
@CMOMaharashtra
 
@vijayanpinarayi
 
@CMOKerala
 Please take action for sake of Country"
ramen aditya,@AdityaRamen,2021-07-17T02:51:08.000Z,,,,"Those wanting to visit West Bengal for tourism purposes will have to carry their COVID-19 RT-PCR negative reports, or COVID-19 vaccine certificates. The authorities have made it mandatory for all the popular destinations in Bengal, including Digha and Mandarmani."
Dr. Shipra Kumari PT,@Drshipraphysio,2021-07-16T23:08:03.000Z,,,3,"Were you infected from Covid 19?
Share your post covid complications with our specialist

Physiotherapy has greater role to play in bouncing you back in life post covid.
Call Now
8777694040
#covid #COVID19 #postcovid19 #complications #jointpain #backpain #neckpain #spondylitis"
pritammukherjee,@pmukherjee68,2021-07-16T19:13:53.000Z,,,,"Replying to 
@PMOIndia
 and 
@narendramodi"
pritammukherjee,@pmukherjee68,2021-07-16T18:49:12.000Z,,,,"Replying to 
@pmukherjee68
 
@PMOIndia
 and 4 others"
Sayan Dey,@sayan_dey,2021-07-16T15:23:52.000Z,,,,"Replying to 
@movementEB
 
@sc_eastbengal
 and 9 others"
Prof.(Dr)Danish zafar,@dzafar32,2021-07-16T14:43:52.000Z,4,8,15,"SUCCESSFUL CME ON USEFULNESS OF HAMDARD MEDICINE IN COVID 19 FOR PREVENTION MANAGEMENT AND POST COVID TREATMENT۔ at Hotel Siamton inn.on dated 15 th july 2021.
#unanisystemofmedicine  #unanimedicine"
Joyjeet Paul,@johnypaul12,2021-07-16T11:24:20.000Z,,,,"FDA-authorized mRNA COVID-19 vaccines, BNT162b2 (Pfizer) and mRNA-1273 (Moderna), have demonstrated high efficacies in large Phase 3 randomized clinical trials. It is important to assess their effectiveness in a real-world setting. https://cell.com/med/fulltext/S2666-6340(21)00238-5… https://cell.com/med/fulltext/S2666-6340(21)00238-5#relatedArticles…"
Sayan Hazra ,@SayanH1997,2021-07-16T06:37:38.000Z,,,,"Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India 
#Covid19IndiaHelp"
Tanuj Majumdar,@tanujmajumdar,2021-07-16T04:46:13.000Z,,1,2,"Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India 
#Covid19IndiaHelp"
ramen aditya,@AdityaRamen,2021-07-16T03:12:06.000Z,,,,"DIRTY POLITICS
WB CM Mamata Banerjee said her Govt informed the Election Comm that the state was prepared to hold the by-elections to seven assembly seats as COVID-19 situation is these areas are largely under control.
But BJP is opposing to trouble Mamata from her being elected."
Saps,@sxptxrshi_xoxo,2021-07-16T01:43:20.000Z,,,,"Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India 
#Covid19IndiaHelp"
Subhodeep Mukherjee,@twubhodeep,2021-07-16T01:26:11.000Z,,,,"Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India 
#Covid19IndiaHelp"
Rtn. Tanu Roy,@amtanuroy,2021-07-16T00:41:38.000Z,,,,"Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India 
#Covid19IndiaHelp"
Cricket Ki Kahani,@CricketKK_,2021-07-15T09:07:52.000Z,,1,7,"● A BCCI source has confirmed that India’s wicketkeeper-batsman Rishabh Pant has tested positive for COVID-19 and is in home isolation for the past eight days. 

#CricketWithCKK | #RishabhPant"
Turfa,@Turfa23272667,2021-07-14T16:53:13.000Z,,,,"Taken at around 10 PM this evening. This comes under the jurisdiction of Rabindranagar Police station, Maheshtala Municipality. So much for social distancing during #Covid_19, right? Go Corona Go. Literally. #Coronaindia

@MamataOfficial
 
@kmc_kolkata
 
@KolkataPolice
 
@CMOfficeWB"
Megha Kejriwal,@Megha_journo,2021-07-14T16:17:54.000Z,,,1,"#BreakingNews| To contain the spread of #COVID-19, Darjeeling and Jalpaiguri District Administration issues tourist protocols.
 
#WestBengal"
Akshay Barik,@AkshayBarikh,2021-07-14T15:19:39.000Z,,,1,"My friend Debashis, hailing from a very humble background, is in dire need of a decent #job. In case you have any #jobvacancy leads in and around #Kolkata or other parts of #WestBengal. His father used to sell garments across villages, which has been severely hit by #Covid_19"
Mahesh Saharia,@iamamkay,2021-07-14T13:02:57.000Z,,,,"@MoHFW_INDIA
 
@myogiadityanath
 
@PMOIndia
  
@mansukhmandviya
 Time #India take notice of 
@IsraeliPM
 & few other Countries who declared win over #Covid too soon. Fast #Vaccination is key. Populated  #India has genuine issues with #vaccines. Follow #COVIDAppropriateBehaviour is answer"
মমতাপন্থী শুভঙ্কর,@SUBHANKAR_AITC,2021-07-14T12:39:06.000Z,,,,"#Covid_19 Restrictions Extended In Bengal Till July 30 With Revised Relaxations With Facilities.
 #BengalFightsCovid19  @RajaArunava 
@MamataOfficial
 
@sayani06
 
@abhishekaitc"
sarcastic sankar,@SankarshanTah,2021-07-14T07:38:53.000Z,,,,"Bengal has made use of every single drop of the Covid-19 
Vaccine count, thus not only preventing wastage but also extracting and administering more doses from each vial. Now WB has a negative wastage record #BengalFightsCorona
#mamatabanerjeeourpride"
Indranil Majumdar,@majumdarindra,2021-07-14T05:53:51.000Z,,,,Some valid points raised as to the origin of Covid-19.
Tirthadeep K,@TirthadeepK,2021-07-13T08:41:59.000Z,,,,"Job openings for permanent staffers to be adversely affected due to 2nd wave of COVID-19: Survey - ET https://m.economictimes.com/jobs/job-openings-for-permanent-staffers-to-be-adversely-affected-due-to-2nd-wave-of-covid-19-survey/articleshow/84171272.cms?utm_source=twitter_pwa&utm_medium=social&utm_campaign=socialsharebuttons… via 
@economictimes"
Joyjeet Paul,@johnypaul12,2021-07-13T07:47:01.000Z,,,,"J&J’s Covid-19 vaccine may trigger neurological condition in rare cases, FDA says.Reports says inoculations and Guillain-Barré syndrome, a form of progressive paralysis that is generally reversible, the FDA said in a statement. https://statnews.com/2021/07/12/jjs-covid-19-vaccine-may-trigger-neurological-condition-in-rare-cases-fda-says/… via 
@statnews
 #DHPSP #health"
ramen aditya,@AdityaRamen,2021-07-13T03:08:57.000Z,,,,"Pilgrimage, tourism can wait, IMA urges states to curb gatherings.
They expressed concern over govts and people being complacent & engaging in mass gatherings without following COVID-19 protocols, saying these events are potential super spreaders for a third wave of the pandemic."
ishtiyaque ahmed,@ishtiapil,2021-07-12T19:48:06.000Z,,,1,"West Bengal reports 885 COVID-19 cases, 11 fatalities. Infection tally rises to 15,13,014, death toll 17,927. The state now has 14,531 active cases of the disease."
Bhaskar Basu,@bhaskarnews4,2021-07-12T13:29:02.000Z,,,3,"The #NEETUG2021 will be held on 12th September 2021 across the country following COVID-19 protocols. The application process will begin from 5 pm tomorrow through the 
@DG_NTA
 website.  


@BanglaRepublic
 
@mayukhrghosh"
Yash Mody,@YashMody11,2021-07-12T10:04:50.000Z,,,,"@SonuSood
 Sir I want to make a short film & I have written a script. It's a small budget film & I would request you to produce it sir It's linked to Covid-19 & I'm sure you'll like the story. 
Please help me sir, I don't have any other hope! 


@SoodFoundation"
Bhaskar Mukherjee,@Bhaskar05033039,2021-07-12T06:21:52.000Z,,,,"Replying to 
@elizondogabriel"
Ananda Mohan Mitra,@ananda81,2021-07-11T14:33:29.000Z,3,,,"#paytm has failed to transfer #airticket cancellation amount, even after #airasia sends note to me that they have refunded the cancellation amount at the end of March 2021. The #FlightTicket was bought by me through #Paytm at the onset of #Covid in 2020. Shame #Paytm"
MD ZAHIR,@MDZAHIR72889357,2021-07-10T23:29:50.000Z,,,,Covid 19 warriors
Cricket Ki Kahani,@CricketKK_,2021-07-10T12:17:48.000Z,,,2,"The Sri Lanka  India series has been officially postponed due to positive COVID-19 cases in the Sri Lankan camp .

Here’s the revised schedule 

#CricketWithCKK | #SLvIND"
Wanderlust,@wanderlust1587,2021-07-10T08:29:06.000Z,,,,"Hey 
@BBCWorld
 Want to have a look #Covid #SocialDistancing are these terms selective in your editorial policy or modified according to your narrative?"
Abhishek chourasia,@abhi_220200,2021-07-09T14:19:04.000Z,,,4,"I will lead the charge in curbing the spread of COVID-19 in India. I pledge to be a #YoungWarrior! 

@HQ_DG_NCC
 
@nccwbskm
 
@UNICEFIndia
 
@YuWaahIndia"
Tanuj Majumdar,@tanujmajumdar,2021-07-09T09:42:19.000Z,,6,9,"Two cases of Kappa variant of COVID-19  detected in Uttar Pradesh: Official statement 
@ANI
 
@abpanandatv
 

@wbdhfw"
Asim Maiti,@AsimMaiti15,2021-07-09T07:56:17.000Z,,,,pm Modi congratulations for taking initiatives in RAPID  vaccination against COVID 19 for RAPID Vaccnation for the helpless people of the Nation in stake and protecting the Nation from the catastrophic explains of NOVEL CORONA  VIRUS. Dr Asim Maiti from Kolkata .No LOCKDOWN pl.
CEO Medium,@CEOMedium,2021-07-08T05:44:26.000Z,,,1,"Is not it mind-blowing- Leading CEO's of the world
.
.
.
.
#ceo #entrepreneur #business #motivation #success #boss #businessowner #entrepreneurship #marketing #money #founder #leadership #love #entrepreneurlife #smallbusiness #startup #hustle #inspiration #fashion #music #covid"
"Sreerupa Mitra Chaudhury Nirbhoy Didi, Legislator",@sreerupa_mitra,2021-07-07T17:48:14.000Z,,2,13,"Hon'ble 
@mansukhmandviya
 ji, on behalf of people of my constituency, I extend heartiest congratulations to you for a fantastic elevation of responsibilities. Under your vibrant leadership, I assume, our health sector will get tremendous boost and succeed in combating #Covid_19"
Rajesh Saha,@RajeshS32370756,2021-07-07T10:29:16.000Z,,,,FROM 3 SIT'S TO 77 SIT'S ACHIEVEMENT IS 1500% ABOVE && 41% PEOPLE'S COULDN'T GAVE VOTE'S FOR COVID-19 OTHERWISE #BJP 50% PAAAR .
CEO Medium,@CEOMedium,2021-07-07T08:38:26.000Z,,,1,"I was raised to be an independent woman, not the victim of anything. - 

@kamalaharris
 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#kamalaharris #joebiden #bidenharris #usa #politics #entrepreneurlife #smallbusiness #startup #hustle #inspiration #fashion #music #covid #explorepage #bossbabe"
ANGOM RAMCHANDRA SINGH,@AngomRamchandra,2021-07-06T14:31:37.000Z,,,1,"I took the Second Jab of Covishield today (6th July, 2021).

Let's pray & hope that Covid 19 Virus will be eradicated from this World in the near future."
Lovely Sharma,@ilovelysharma,2021-07-05T17:01:40.000Z,,1,2,"I am vaccinated #covid #vaccinatedandhappy #coronavirus 

Watch full video  #COVISHIELD #CovidIndia #Vaccinateindia
#vaccinated
 https://youtu.be/zd1edIdmU9Y"
SUPRATIM KAR,@kar_evrgrn,2021-07-05T07:43:10.000Z,,,,"@dm_patna
 
@abpbihar

#ShameOnYou
I recommend watching Patna shocker: COVID-19-infected woman gangraped in hospital on ZEE5 App. Click here to watch it too https://zee5.com/videos/details/patna-shocker-covid-19-infected-woman-gangraped-in-hospital/0-0-newsauto_783k6l55rb00…"
Supratim Chakraborty,@SupratimChakr,2021-07-04T06:54:20.000Z,11,61,66,"After so many Jumlas and acute mismanagement of Covid-19 situation, this was bound to happen 

#BJPLootingIndia #bjpliesindiacries #ModiMadeDisaster #ModiBabuPetrolBekabu #BJPFailedIndia #ResignModi"
अशोक पासवान,@AshokPa72976701,2021-07-04T04:05:17.000Z,,,,"Replying to 
@_SureshOm"
Techno Crushur,@TCrushur,2021-07-04T02:38:29.000Z,,,2,Safety is most important during covid-19
Debraj Majumdar,@debraj_m,2021-07-03T05:00:59.000Z,,,2,"Proud of Bharat Biotech for Covaxin - Made in India Vaccine with unparalleled Safety from Covid’19... Jai Hind thank you 
@narendramodi
 ji... Its all your encouragement... Special thanks to all the members of 
@BharatBiotech
... Your enormous efforts made us safe "
Vishal,@vishalpatwaria,2021-07-03T04:57:41.000Z,,,,"Is that being a middle class person with a pvt. Job is a crime?
Y we are not allowed to make a pass on railwy to reach the office with ease ?
Is that our work is nt contributing in India's growth  in this difficlt Covid-19 situation ?
#piyushgoyal #railway #COVID19India #COVID19"
ramen aditya,@AdityaRamen,2021-07-03T03:10:33.000Z,,,,"16 major cities, including Delhi, Mumbai, Chennai, Bangalore, Kolkata, Pune, Ahmedabad, Varanasi, Lucknow & Surat, reported the highest COVID-19 cases and PM2.5 emissions are also higher there due to fossil fuel-based anthropogenic activities, according to a new pan-India study."
Global Skoda,@globalskoda,2021-07-02T07:35:55.000Z,,,,"Your safety is our priority. We have ensured that our dealership facilities, assure safety, health and utmost peace of mind every time you pay us a visit.

#COVID_19 #StaySafe
#globalskoda #skoda #globalskodakolkata"
Rajesh Saha,@RajeshS32370756,2021-07-02T02:25:31.000Z,1,1,1,3 te sit thake 38% koto boro achievement jano ??? R covid-19 jonnow 41% lok vote dayniee dilee 50% par hoto ..
Dr.Sujib Kar,@SujibDr,2021-07-01T20:02:07.000Z,,,,"Replying to 
@narendramodi"
Dr.Sujib Kar,@SujibDr,2021-07-01T19:50:26.000Z,,,,"Replying to 
@MamataOfficial"
The Wanderers,@bethewanderer,2021-07-01T19:40:32.000Z,,,,"As of July 1, travel restrictions do not apply for foreign travelers who can provide proof of vaccination against COVID-19 or prior COVID-19 infection.
#iceland #startplanning #travel #ItsOver"
The Wanderers,@bethewanderer,2021-07-01T19:40:31.000Z,1,,,"As of June 26, all domestic COVID-19 restrictions have been lifted in #Iceland. This means there will be no more mandatory use of masks, no social distancing rules, and no limits on the number of people gathering. So large events are back in Iceland, and we couldn't be happier!"
Subhendu Mondal,@subhendu_2016,2021-07-01T15:44:06.000Z,1,,,Our  Baranagar Municipality Administrator Mrs. Aparna Moulick goes from house to house talking to the common people who have won the covid 19 war. Inquired about people's health after post covid situation . She always works in the interest of the people.
Tirthankar Das,@tirthaMirrorNow,2021-07-01T12:55:53.000Z,,,,"Double #Covid vaccines seems to protect against #DeltaVariant variant, reports AFP news agency quoting European Medicines Agency (EMA)

#COVID19 #coronavirus #COVID19Vic #VACCINE #DeltaVariante #Delta #Corona"
Debapriya Ghosh Goswami,@RUDRAKSHADS,2021-07-01T08:29:17.000Z,1,,1,"Done with both the doses of Covid 19 vaccine.

Those who haven't got their vaccines yet please get it for yourself, your loved ones and the world...

#Vaccinated"
Kaushik Mukherjee,@kaushik2506,2021-07-01T07:02:34.000Z,,,1,"Saluting the real worriers of COVID 19….
#doctor #health #heal #positivevibes #happy #cure #faith @ Kolkata"
manoj w,@manojwow,2021-07-01T06:21:18.000Z,,,,"@HardeepSPuri
 sir passengers who have been fully vaccinated should not be going through RT - PCR formalities. It is in the best interest of all . #vaccinated #COVID"
La Fiesta Catering services,@Sudipto79,2021-07-01T04:55:59.000Z,,,,"“Warm wishes on Doctor’s Day to all the doctors who worked so hard to restore health of their patients and bring back the lost smiles during this Covid 19 Pandemic.”
Visit  https://lafiestacatering.in 
 #DoctorsDay #NationalDoctorsDay #grateful  #covid #pandemic #realheroes"
Prasanna Bachhar,@PrasannaBachha4,2021-07-01T03:59:00.000Z,,,,Happy Doctor Day All Doctor Fighting With The Covid 19 Virus.
Susanta Das,@Susanta52294337,2021-07-01T02:50:02.000Z,,,,"Replying to 
@rashtrapatibhvn"
Susanta Das,@Susanta52294337,2021-07-01T02:49:56.000Z,,,,"Replying to 
@rashtrapatibhvn"
